[0.36119686] [0.63690955] [0.89118721] [1.07447244] [1.26793569] [1.45207817] [1.68608661] [1.92239782] [2.21801354] [2.54845137] [2.7834362] [3.24613824] [3.80370086] [4.2073092] [5.19780331] [6.72364328] [8.45292453] [14.71736625] [19.81922754] [21.83476574] [0.38177241] 
[0.00165444] [0.00256479] [0.00369717] [0.00529228] [0.00743937] [0.00930407] [0.01149893] [0.01322904] [0.01465126] [0.01644949] [0.01882485] [0.02177473] [0.02471804] [0.03046602] [0.04262779] [0.0491664] [0.07634854] [0.09185224] [0.15390572] [0.23613858] [0.00536542] 
[0.00157172] [0.00243655] [0.00351231] [0.00502767] [0.00706741] [0.00883887] [0.01092398] [0.01256759] [0.0139187] [0.01562701] [0.0178836] [0.02068599] [0.02348214] [0.02894272] [0.0404964] [0.04670808] [0.07253112] [0.08725963] [0.14621044] [0.22433165] [0.00509715] 
[0.00149314] [0.00231472] [0.0033367] [0.00477628] [0.00671404] [0.00839692] [0.01037778] [0.01193921] [0.01322276] [0.01484566] [0.01698942] [0.01965169] [0.02230803] [0.02749559] [0.03847158] [0.04437268] [0.06890456] [0.08289665] [0.13889992] [0.21311507] [0.00484229] 
[0.00141848] [0.00219899] [0.00316986] [0.00453747] [0.00637833] [0.00797708] [0.0098589] [0.01134225] [0.01256162] [0.01410338] [0.01613995] [0.01866911] [0.02119263] [0.02612081] [0.036548] [0.04215404] [0.06545933] [0.07875182] [0.13195492] [0.20245931] [0.00460018] 
[0.00134756] [0.00208904] [0.00301137] [0.0043106] [0.00605942] [0.00757822] [0.00936595] [0.01077513] [0.01193354] [0.01339821] [0.01533295] [0.01773565] [0.020133] [0.02481477] [0.0347206] [0.04004634] [0.06218637] [0.07481423] [0.12535717] [0.19233635] [0.00437017] 
[0.00128018] [0.00198459] [0.0028608] [0.00409507] [0.00575645] [0.00719931] [0.00889765] [0.01023638] [0.01133686] [0.0127283] [0.01456631] [0.01684887] [0.01912635] [0.02357403] [0.03298457] [0.03804402] [0.05907705] [0.07107352] [0.11908932] [0.18271953] [0.00415166] 
[0.00121617] [0.00188536] [0.00271776] [0.00389031] [0.00546862] [0.00683935] [0.00845277] [0.00972456] [0.01077002] [0.01209189] [0.01383799] [0.01600643] [0.01817003] [0.02239533] [0.03133534] [0.03614182] [0.0561232] [0.06751984] [0.11313485] [0.17358355] [0.00394408] 
[0.00115536] [0.00179109] [0.00258187] [0.0036958] [0.00519519] [0.00649738] [0.00803013] [0.00923833] [0.01023152] [0.01148729] [0.01314609] [0.01520611] [0.01726153] [0.02127556] [0.02976858] [0.03433473] [0.05331704] [0.06414385] [0.10747811] [0.16490438] [0.00374687] 
[0.00109759] [0.00170153] [0.00245278] [0.00351101] [0.00493543] [0.00617251] [0.00762863] [0.00877641] [0.00971994] [0.01091293] [0.01248879] [0.0144458] [0.01639845] [0.02021178] [0.02828015] [0.032618] [0.05065118] [0.06093666] [0.1021042] [0.15665916] [0.00355953] 
[0.00104271] [0.00161646] [0.00233014] [0.00333546] [0.00468866] [0.00586388] [0.00724719] [0.00833759] [0.00923395] [0.01036728] [0.01186435] [0.01372351] [0.01557853] [0.01920119] [0.02686614] [0.0309871] [0.04811863] [0.05788982] [0.09699899] [0.1488262] [0.00338155] 
[0.07684711] [0.18888505] [0.28083754] [0.35435108] [0.40325425] [0.47231974] [0.55824701] [0.59813875] [0.65711292] [0.74495152] [0.80372312] [0.93599101] [1.04674714] [1.20106524] [1.43543309] [1.65136162] [3.15082497] [7.59566932] [22.58489012] [29.5140373] [0.25154598] 
[0.07300475] [0.1794408] [0.26679566] [0.33663352] [0.38309154] [0.44870376] [0.53033466] [0.56823182] [0.62425728] [0.70770394] [0.76353697] [0.88919146] [0.99440978] [1.14101197] [1.36366144] [1.56879354] [2.99328372] [7.21588585] [21.45564561] [28.03833544] [0.23896868] 
[0.06935451] [0.17046876] [0.25345588] [0.31980185] [0.36393696] [0.42626857] [0.50381792] [0.53982022] [0.59304441] [0.67231874] [0.72536012] [0.84473189] [0.94468929] [1.08396137] [1.29547836] [1.49035386] [2.84361954] [6.85509156] [20.38286333] [26.63641867] [0.22702024] 
[0.06588679] [0.16194532] [0.24078308] [0.30381175] [0.34574011] [0.40495514] [0.47862703] [0.51282921] [0.56339219] [0.63870281] [0.68909211] [0.80249529] [0.89745483] [1.02976331] [1.23070445] [1.41583617] [2.70143856] [6.51233698] [19.36372017] [25.30459773] [0.21566923] 
[0.06259245] [0.15384806] [0.22874393] [0.28862117] [0.32845311] [0.38470738] [0.45469568] [0.48718775] [0.53522258] [0.60676767] [0.65463751] [0.76237053] [0.85258209] [0.97827514] [1.16916922] [1.34504436] [2.56636663] [6.18672013] [18.39553416] [24.03936785] [0.20488577] 
[0.05946283] [0.14615565] [0.21730673] [0.27419011] [0.31203045] [0.36547201] [0.43196089] [0.46282836] [0.50846145] [0.57642928] [0.62190563] [0.724252] [0.80995298] [0.92936138] [1.11071076] [1.27779214] [2.4380483] [5.87738413] [17.47575745] [22.83739946] [0.19464148] 
[0.05648968] [0.13884787] [0.2064414] [0.2604806] [0.29642893] [0.34719841] [0.41036285] [0.43968695] [0.48303838] [0.54760782] [0.59081035] [0.6880394] [0.76945533] [0.88289331] [1.05517522] [1.21390253] [2.31614588] [5.58351492] [16.60196958] [21.69552948] [0.18490941] 
[0.0536652] [0.13190548] [0.19611933] [0.24745657] [0.28160748] [0.32983849] [0.38984471] [0.4177026] [0.45888646] [0.52022743] [0.56126983] [0.65363743] [0.73098257] [0.83874865] [1.00241646] [1.15320741] [2.20033859] [5.30433917] [15.7718711] [20.61075301] [0.17566394] 
[0.05098194] [0.1253102] [0.18631336] [0.23508374] [0.26752711] [0.31334657] [0.37035247] [0.39681747] [0.43594214] [0.49421606] [0.53320634] [0.62095556] [0.69443344] [0.79681122] [0.95229564] [1.09554704] [2.09032166] [5.03912221] [14.98327754] [19.58021536] [0.16688074] 
[0.04843284] [0.11904469] [0.17699769] [0.22332956] [0.25415075] [0.29767924] [0.35183485] [0.3769766] [0.41414503] [0.46950525] [0.50654602] [0.58990778] [0.65971177] [0.75697066] [0.90468086] [1.04076968] [1.98580558] [4.7871661] [14.23411367] [18.60120459] [0.1585367] 
[0.0460112] [0.11309246] [0.16814781] [0.21216308] [0.24144322] [0.28279528] [0.3342431] [0.35812777] [0.39343778] [0.44602999] [0.48121872] [0.56041239] [0.62672618] [0.71912212] [0.85944681] [0.9887312] [1.8865153] [4.5478078] [13.52240798] [17.67114436] [0.15060987] 


[[ 1.55115899]
 [ 1.97373298]
 [ 2.41664662]
 [ 2.88471506]
 [ 3.35204644]
 [ 3.8435337 ]
 [ 4.34575147]
 [ 4.88071433]
 [ 5.46966513]
 [ 6.12075767]
 [ 6.81941331]
 [ 7.65165251]
 [ 8.87320646]
 [10.57242567]
 [13.20100548]
 [15.95165858]
 [21.13343289]
 [29.06698069]
 [46.5763693 ]
 [68.42632949]
 [ 2.39532642]]
